0.00000000 0.99994312 0.00005000 
0.00208333 0.99998763 0.00005000 
0.00416667 1.00001496 0.00005000 
0.00625000 1.00012116 0.00005000 
0.00833333 1.00000583 0.00005000 
0.01041667 1.00003469 0.00005000 
0.01250000 0.99994766 0.00005000 
0.01458333 0.99994878 0.00005000 
0.01666667 0.99997953 0.00005000 
0.01875000 1.00008494 0.00005000 
0.02083333 1.00005696 0.00005000 
0.02291667 0.99995117 0.00005000 
0.02500000 0.99989234 0.00005000 
0.02708333 1.00000149 0.00005000 
0.02916667 1.00010529 0.00005000 
0.03125000 0.99999339 0.00005000 
0.03333333 0.99994291 0.00005000 
0.03541667 1.00000184 0.00005000 
0.03750000 1.00009821 0.00005000 
0.03958333 1.00004290 0.00005000 
0.04166667 0.99994910 0.00005000 
0.04375000 1.00005108 0.00005000 
0.04583333 0.99996579 0.00005000 
0.04791667 0.99997787 0.00005000 
0.05000000 0.99998906 0.00005000 
0.05208333 0.99998472 0.00005000 
0.05416667 0.99997735 0.00005000 
0.05625000 1.00001561 0.00005000 
0.05833333 1.00000307 0.00005000 
0.06041667 0.99996041 0.00005000 
0.06250000 0.99996818 0.00005000 
0.06458333 0.99998542 0.00005000 
0.06666667 1.00007223 0.00005000 
0.06875000 1.00006556 0.00005000 
0.07083333 0.99994125 0.00005000 
0.07291667 1.00004061 0.00005000 
0.07500000 1.00001559 0.00005000 
0.07708333 0.99998270 0.00005000 
0.07916667 1.00003976 0.00005000 
0.08125000 0.99997822 0.00005000 
0.08333333 0.99995301 0.00005000 
0.08541667 1.00005365 0.00005000 
0.08750000 0.99998162 0.00005000 
0.08958333 1.00004439 0.00005000 
0.09166667 1.00006398 0.00005000 
0.09375000 1.00014328 0.00005000 
0.09583333 1.00003884 0.00005000 
0.09791667 1.00002470 0.00005000 
0.10000000 0.99997727 0.00005000 
0.10208333 1.00002568 0.00005000 
0.10416667 1.00008398 0.00005000 
0.10625000 1.00001678 0.00005000 
0.10833333 1.00003696 0.00005000 
0.11041667 0.99998949 0.00005000 
0.11250000 0.99999947 0.00005000 
0.11458333 0.99998442 0.00005000 
0.11666667 0.99994787 0.00005000 
0.11875000 0.99996364 0.00005000 
0.12083333 1.00002266 0.00005000 
0.12291667 1.00002307 0.00005000 
0.12500000 0.99989078 0.00005000 
0.12708333 1.00002039 0.00005000 
0.12916667 1.00003007 0.00005000 
0.13125000 1.00004202 0.00005000 
0.13333333 0.99991375 0.00005000 
0.13541667 1.00004817 0.00005000 
0.13750000 0.99997145 0.00005000 
0.13958333 0.99997667 0.00005000 
0.14166667 0.99996412 0.00005000 
0.14375000 0.99996513 0.00005000 
0.14583333 1.00010824 0.00005000 
0.14791667 0.99996723 0.00005000 
0.15000000 0.99991546 0.00005000 
0.15208333 0.99998410 0.00005000 
0.15416667 1.00005111 0.00005000 
0.15625000 0.99996977 0.00005000 
0.15833333 0.99996910 0.00005000 
0.16041667 1.00001504 0.00005000 
0.16250000 0.99999263 0.00005000 
0.16458333 1.00000739 0.00005000 
0.16666667 0.99995233 0.00005000 
0.16875000 0.99995864 0.00005000 
0.17083333 0.99996699 0.00005000 
0.17291667 1.00011008 0.00005000 
0.17500000 0.99997580 0.00005000 
0.17708333 1.00000283 0.00005000 
0.17916667 0.99999786 0.00005000 
0.18125000 1.00000265 0.00005000 
0.18333333 1.00000210 0.00005000 
0.18541667 1.00001000 0.00005000 
0.18750000 1.00005901 0.00005000 
0.18958333 0.99999093 0.00005000 
0.19166667 1.00005405 0.00005000 
0.19375000 1.00000998 0.00005000 
0.19583333 1.00000812 0.00005000 
0.19791667 1.00004494 0.00005000 
0.20000000 0.99993412 0.00005000 
0.20208333 1.00001782 0.00005000 
0.20416667 1.00000144 0.00005000 
0.20625000 1.00000481 0.00005000 
0.20833333 1.00006332 0.00005000 
0.21041667 0.99995869 0.00005000 
0.21250000 0.99998758 0.00005000 
0.21458333 1.00000372 0.00005000 
0.21666667 1.00005819 0.00005000 
0.21875000 0.99998677 0.00005000 
0.22083333 0.99999573 0.00005000 
0.22291667 0.99997922 0.00005000 
0.22500000 0.99994922 0.00005000 
0.22708333 0.99991484 0.00005000 
0.22916667 0.99995976 0.00005000 
0.23125000 1.00000909 0.00005000 
0.23333333 1.00002559 0.00005000 
0.23541667 0.99997141 0.00005000 
0.23750000 1.00000604 0.00005000 
0.23958333 0.99997403 0.00005000 
0.24166667 0.99997313 0.00005000 
0.24375000 1.00002671 0.00005000 
0.24583333 0.99992674 0.00005000 
0.24791667 1.00004036 0.00005000 
0.25000000 0.99992450 0.00005000 
0.25208333 0.99995537 0.00005000 
0.25416667 1.00005912 0.00005000 
0.25625000 1.00003111 0.00005000 
0.25833333 0.99990990 0.00005000 
0.26041667 0.99999973 0.00005000 
0.26250000 1.00005612 0.00005000 
0.26458333 1.00007959 0.00005000 
0.26666667 1.00003375 0.00005000 
0.26875000 0.99992624 0.00005000 
0.27083333 0.99998939 0.00005000 
0.27291667 0.99998498 0.00005000 
0.27500000 1.00002134 0.00005000 
0.27708333 0.99997765 0.00005000 
0.27916667 1.00003185 0.00005000 
0.28125000 0.99994892 0.00005000 
0.28333333 1.00006966 0.00005000 
0.28541667 1.00005700 0.00005000 
0.28750000 0.99996469 0.00005000 
0.28958333 0.99998144 0.00005000 
0.29166667 0.99999543 0.00005000 
0.29375000 1.00000151 0.00005000 
0.29583333 0.99997351 0.00005000 
0.29791667 1.00004092 0.00005000 
0.30000000 1.00009320 0.00005000 
0.30208333 0.99985190 0.00005000 
0.30416667 1.00004767 0.00005000 
0.30625000 1.00001097 0.00005000 
0.30833333 1.00003635 0.00005000 
0.31041667 1.00004055 0.00005000 
0.31250000 1.00003854 0.00005000 
0.31458333 0.99996897 0.00005000 
0.31666667 1.00000893 0.00005000 
0.31875000 1.00005037 0.00005000 
