0003000M_phase0_T,0003000M_phase0_R,0004000M_phase0_T,0004000M_phase0_R,0005000M_phase0_T,0005000M_phase0_R,0006000M_phase0_T,0006000M_phase0_R,0007000M_phase0_T,0007000M_phase0_R,0008000M_phase0_T,0008000M_phase0_R,0009000M_phase0_T,0009000M_phase0_R,0010000M_phase0_T,0010000M_phase0_R,0011000M_phase0_T,0011000M_phase0_R,0012000M_phase0_T,0012000M_phase0_R,0013000M_phase0_T,0013000M_phase0_R,0014000M_phase0_T,0014000M_phase0_R,0015000M_phase0_T,0015000M_phase0_R,0016000M_phase0_T,0016000M_phase0_R
-99,-99,3658.544559,0.411973012,3868.072901,0.521548273,4188.179385,0.632996167,4674.971893,0.720134696,5143.407166,0.804643053,5534.979958,0.910154853,5852.818655,1.033449494,6128.459187,1.164854914,6374.923506,1.328903548,6541.456487,1.530551403,6690.615958,1.719291493,6874.255019,1.883584171,7109.291013,2.018302685
-99,-99,3659.524786,0.412484768,3869.752408,0.522384958,4190.955482,0.63401506,4678.167188,0.721107543,5145.884176,0.805823568,5536.577919,0.911616653,5853.665677,1.035186208,6128.775835,1.166782706,6373.602829,1.331634325,6537.225323,1.534345892,6684.499974,1.724282603,6865.655172,1.890351884,7097.039005,2.027618352
-99,-99,3660.514921,0.413001319,3871.476436,0.523245528,4193.733419,0.635035593,4681.364667,0.722081704,5148.36238,0.807005814,5538.176341,0.913080801,5854.512841,1.036926057,6129.092499,1.168713687,6372.273353,1.334374369,6532.957363,1.538165426,6678.347659,1.729349014,6857.032892,1.897150989,7084.511455,2.03713472
-99,-99,3661.53944,0.413540301,3873.201233,0.524107515,4196.539641,0.636067176,4684.656576,0.72309493,5150.905328,0.808248366,5539.804646,0.914644062,5855.369702,1.038774811,6129.379004,1.170730135,6370.944156,1.337120051,6528.601084,1.542063106,6671.606162,1.734526404,6848.328098,1.90400927,7071.758131,2.046834768
-99,-99,3662.576536,0.414087627,3874.979947,0.525000714,4199.494036,0.637152526,4688.050473,0.724150398,5153.486643,0.809527069,5541.434929,0.916214933,5856.226689,1.04062686,6129.650894,1.172790014,6369.258991,1.339945269,6524.21936,1.54599209,6664.892563,1.73975625,6838.857877,1.911339067,7058.836904,2.056699164
-99,-99,3663.618881,0.414640093,3876.78923,0.525909653,4202.450512,0.638239729,4691.44683,0.725207407,5156.069251,0.810807796,5543.065691,0.917788503,5857.0838,1.042482212,6129.922796,1.174853518,6367.485314,1.342794952,6519.754072,1.55000717,6658.213223,1.745050244,6829.75484,1.918512365,7045.657338,2.066755388
-99,-99,3664.696983,0.415212484,3878.616026,0.526828101,4205.409069,0.639328786,4694.845647,0.726265958,5158.653153,0.812090549,5544.696933,0.919364774,5857.941038,1.044340872,6130.194711,1.176920652,6365.712132,1.345650695,6515.255459,1.554064783,6651.383749,1.750446271,6820.449931,1.92583532,7032.176541,2.077027663
-99,-99,3665.794429,0.415797084,3880.491155,0.527770777,4208.557039,0.640471514,4698.291412,0.727346533,5161.281311,0.813419075,5546.350646,0.921035992,5858.76935,1.046316075,6130.446365,1.179047084,6363.760851,1.348648216,6510.428288,1.558215084,6644.50476,1.755889257,6810.906229,1.933329724,7018.519819,2.087495136
-99,-99,3666.99193,0.416469695,3882.386437,0.528726325,4211.721213,0.641620119,4701.87495,0.72849102,5163.961354,0.814801305,5548.008027,0.922723581,5859.595598,1.048303537,6130.674428,1.181242281,6361.777478,1.351677319,6505.476388,1.562408328,6637.56003,1.761386923,6801.349748,1.940868929,7004.653836,2.098153969
-99,-99,3668.267195,0.417184353,3884.353634,0.529715612,4214.887765,0.642770783,4705.461221,0.729637309,5166.642789,0.816185884,5549.665903,0.924414262,5860.421961,1.050294774,6130.902498,1.183441565,6359.746074,1.354717998,6500.373754,1.566739655,6630.407913,1.767013826,6791.475888,1.94857946,6990.613495,2.108985844
-99,-99,3669.45308,0.417790249,3886.324418,0.530707919,4218.29591,0.643967967,4709.050227,0.730785401,5169.325616,0.817572815,5551.324856,0.926113958,5861.248408,1.052301607,6131.130578,1.185644944,6357.17787,1.357818367,6495.237116,1.571114295,6623.11287,1.772737984,6779.268439,1.955631891,6976.376069,2.1200052
-99,-99,3670.640801,0.418415042,3888.364018,0.531736139,4221.72212,0.645170228,4712.697379,0.731962582,5172.052303,0.819020554,5552.994637,0.927921974,5862.074682,1.054413184,6131.32459,1.187916182,6354.610704,1.360925833,6489.813395,1.575590865,6615.610642,1.778595039,6770.091917,1.963676159,6961.80483,2.131248201
-99,-99,3671.860892,0.419065299,3890.435507,0.532781494,4225.160491,0.646376657,4716.46658,0.733200415,5174.812297,0.820514778,5554.664919,0.92973352,5862.901073,1.056528998,6131.485965,1.190252963,6352.080255,1.364168861,6484.328316,1.580106737,6607.871181,1.784390625,6760.732931,1.971918368,6946.945755,2.142709791
-99,-99,3673.089341,0.419725431,3892.525425,0.533837581,4228.848806,0.647636037,4720.238796,0.73444034,5177.573764,0.822011727,5556.335705,0.931548602,5863.72758,1.058649058,6131.647345,1.192594342,6349.584861,1.367542536,6478.614951,1.584734806,6600.119376,1.79036629,6750.373585,1.980069229,6931.758412,2.154431678
-99,-99,3674.356628,0.420410934,3894.692863,0.534933845,4232.54034,0.64889787,4724.014029,0.735682362,5180.336704,0.823511408,5558.020538,0.933417681,5864.549076,1.060832911,6131.808729,1.194940326,6347.019989,1.370924207,6472.775193,1.589440426,6592.411438,1.796633609,6739.994597,1.988577305,6916.400601,2.166324061
-99,-99,3675.644999,0.421110867,3896.862886,0.536033063,4236.266759,0.650173364,4727.898636,0.736985288,5183.177321,0.825109254,5559.721459,0.935348631,5865.365574,1.06308075,6131.904166,1.197390904,6343.690091,1.374310441,6466.792492,1.594232466,6583.86734,1.802759666,6728.978335,1.997224351,6900.838,2.178355159
-99,-99,3676.951979,0.421822183,3899.110032,0.537173688,4240.162875,0.651510301,4731.84302,0.738321836,5186.024502,0.826716478,5561.4229,0.937283574,5866.182186,1.065333352,6131.982063,1.199873154,6340.361939,1.377705039,6460.55567,1.599129131,6575.947092,1.809178311,6717.208871,2.005663581,6884.325417,2.190316436
-99,-99,3678.307335,0.422562893,3901.372221,0.538324807,4244.062574,0.652849988,4735.790694,0.739660808,5188.873247,0.828326833,5563.126152,0.939232717,5866.99617,1.067603018,6132.059961,1.20236055,6337.161946,1.381324497,6454.2938,1.604080244,6567.886155,1.815747371,6705.678405,2.014258438,6868.960257,2.202939916
-99,-99,3679.672173,0.42331056,3903.716967,0.539514258,4248.04748,0.654217904,4739.777614,0.741022913,5191.762452,0.829996437,5564.843104,0.941290188,5867.785081,1.069990662,6132.109752,1.204887681,6333.992376,1.385002953,6448.138536,1.60911515,6559.212886,1.822359303,6694.213782,2.023246817,6852.866459,2.215556626
-99,-99,3681.084052,0.42408851,3906.08527,0.540718306,4252.183768,0.655634823,4743.89197,0.742459057,5194.686739,0.831717769,5566.560585,0.943352167,5868.574099,1.072383646,6132.086277,1.207510456,6330.270066,1.388705663,6441.591465,1.614271304,6550.528521,1.829009138,6682.986578,2.032514856,6836.393934,2.228410963
-99,-99,3682.518814,0.424878486,3908.517743,0.541961654,4256.324083,0.657054811,4748.009896,0.743897984,5197.612673,0.83344267,5568.278596,0.945418663,5869.363222,1.074781981,6132.062802,1.210138941,6326.282939,1.39242526,6434.824109,1.619510693,6540.135322,1.835086718,6671.357266,2.041636286,6819.906755,2.241434458
-99,-99,3683.989634,0.425690799,3910.97287,0.543219856,4260.598716,0.65852952,4752.132762,0.745340582,5200.563802,0.835208036,5570.005463,0.947595846,5870.103243,1.07730607,6132.039327,1.212773147,6322.681858,1.396348351,6427.899824,1.624843396,6530.92825,1.841820294,6658.902807,2.050792822,6803.271537,2.254600129
-99,-99,3685.501396,0.426526539,3913.49715,0.544515866,4264.947354,0.660035207,4756.405633,0.746880741,5203.56141,0.83704744,5571.733736,0.949789165,5870.836407,1.079853128,6131.876889,1.215536173,6319.295625,1.400390244,6420.674206,1.630301241,6522.24849,1.848999747,6646.565822,2.060343882,6786.399727,2.267997922
-99,-99,3687.027652,0.427375176,3916.051986,0.545829939,4269.313373,0.66154874,4760.682346,0.748424083,5206.560745,0.838890896,5573.462545,0.95198756,5871.569664,1.082406208,6131.708512,1.218310771,6315.573942,1.404452722,6413.25494,1.635850418,6513.002273,1.856175474,6634.178129,2.070229419,6769.37098,2.281527867
-99,-99,3688.610906,0.428256409,3918.687393,0.547184976,4273.89218,0.663136684,4764.962905,0.749970615,5209.582182,0.840775909,5575.199024,0.954299269,5872.298039,1.085062962,6131.540139,1.221091702,6311.722864,1.408530465,6405.665914,1.641487642,6503.382502,1.863383083,6621.246926,2.080179882,6751.949843,2.29534381
-99,-99,3690.206323,0.429147251,3921.365744,0.548562132,4278.475897,0.664728439,4769.385969,0.751617718,5212.645491,0.842739129,5576.936888,0.956629445,5873.025423,1.087747522,6131.255154,1.223969905,6307.694347,1.412534105,6397.850984,1.647224898,6493.698373,1.870767734,6608.203391,2.090159328,6734.618603,2.309201895
-99,-99,3691.868985,0.430077943,3924.110048,0.5499776,4283.187879,0.666370084,4773.815339,0.753269986,5215.710602,0.844706932,5578.675403,0.958970361,5873.752897,1.090438725,6130.944809,1.226874722,6303.597955,1.416541627,6389.8066,1.65303455,6484.932005,1.878660839,6594.932894,2.100219539,6717.096755,2.323275856
-99,-99,3693.555943,0.431021228,3926.901101,0.551421022,4287.994752,0.668049333,4778.266855,0.754939449,5218.804072,0.84673653,5580.417011,0.96143646,5874.449117,1.093253996,6130.63448,1.229786434,6298.528468,1.420681707,6381.651907,1.658966113,6473.896814,1.885732817,6582.08006,2.11081974,6699.591857,2.337564847
-99,-99,3695.291606,0.431997217,3929.743337,0.552899173,4292.851077,0.669750041,4782.839807,0.756700945,5221.926147,0.84882877,5582.159163,0.963908901,5875.142939,1.096085851,6130.153722,1.232801783,6293.97249,1.425034905,6373.659478,1.66512049,6463.558999,1.893553714,6568.345517,2.121302147,6681.580097,2.351810327
-99,-99,3697.058076,0.43299309,3932.642692,0.554415714,4297.877692,0.671519612,4787.417136,0.758466551,5225.05009,0.850926181,5583.899833,0.966431256,5875.827266,1.098948221,6129.643277,1.235841437,6290.717498,1.429915495,6364.945704,1.671240799,6452.559668,1.901192133,6554.685848,2.131894009,6663.589165,2.366279449
-99,-99,3698.876763,0.434019991,3935.605357,0.555963536,4302.910192,0.673293857,4792.051161,0.760283217,5228.215194,0.853125033,5585.63699,0.969047638,5876.467005,1.101926441,6129.123099,1.238892877,6286.305673,1.434683631,6356.098208,1.677534207,6441.641805,1.909135494,6540.882059,2.142640772,6645.438649,2.381053954
-99,-99,3700.737708,0.435072424,3938.650497,0.557552454,4308.127644,0.6751535,4796.755471,0.762163361,5231.391204,0.855351633,5587.374687,0.971671104,5877.106815,1.104912733,6128.342585,1.24206644,6281.066992,1.439374749,6346.916701,1.683862698,6430.812931,1.917155915,6527.076704,2.153504513,6627.378158,2.395957041
-99,-99,3702.648681,0.43615611,3941.777785,0.559173132,4313.361687,0.677022912,4801.4644,0.764048154,5234.578607,0.857617543,5589.109892,0.974397838,5877.703011,1.10798178,6127.562171,1.245248132,6275.539945,1.444218442,6337.526714,1.690275867,6419.888231,1.925417344,6512.731086,2.164517285,6609.149043,2.410957439
-99,-99,3704.597686,0.437264442,3944.98762,0.560828585,4318.784251,0.67896113,4806.278996,0.766036345,5237.793295,0.859979358,5590.844681,0.977162606,5878.263995,1.111119808,6126.69165,1.248474283,6269.72064,1.449125722,6327.996747,1.696837081,6408.788939,1.933903166,6498.457425,2.175678282,6590.977344,2.426063429
-99,-99,3706.617871,0.438413277,3948.316855,0.562520655,4324.265473,0.680923034,4811.109647,0.768040698,5241.009958,0.862347677,5592.575676,0.979977437,5878.820625,1.114273157,6125.663611,1.251772419,6263.34335,1.45412594,6317.700811,1.703290344,6397.433281,1.94229688,6484.194377,2.186913596,6572.874722,2.441337168
-99,-99,3708.673181,0.439586727,3951.72235,0.564241473,4329.892533,0.682952781,4815.997931,0.770105615,5244.251543,0.864834552,5594.297713,0.98289314,5879.291506,1.117561055,6124.635745,1.255079268,6257.105769,1.459316305,6307.812541,1.710173344,6385.918497,1.950815729,6469.745201,2.198314661,6554.894928,2.456748122
-99,-99,3710.797644,0.440801166,3955.241976,0.566018132,4335.585697,0.685014937,4820.945636,0.772233256,5247.498859,0.86734683,5596.020281,0.985817518,5879.762425,1.120858655,6123.372607,1.258472848,6250.774331,1.46458078,6298.191175,1.717251718,6374.375892,1.959446541,6455.325978,2.209831213,6536.644835,2.472138484
-99,-99,3712.953891,0.442038301,3958.805828,0.567820348,4341.424537,0.687147082,4825.918535,0.774391282,5250.779986,0.869936384,5597.719954,0.988885337,5880.150882,1.124254235,6122.061782,1.261891535,6244.207218,1.469889484,6288.190186,1.724309333,6362.577299,1.968143734,6440.852791,2.221382589,6518.885924,2.487673372
-99,-99,3715.191757,0.443326069,3962.472466,0.569693251,4347.326988,0.689311633,4830.97236,0.77664787,5254.087211,0.872586715,5599.419758,0.991964927,5880.496341,1.127706266,6120.668471,1.265379988,6236.774043,1.475328706,6277.945,1.731509819,6350.778859,1.977029166,6426.387443,2.233033503,6501.361266,2.503262285
-99,-99,3717.473616,0.444642861,3966.168878,0.571588188,4353.390654,0.691558894,4836.035405,0.778916119,5257.405885,0.87529723,5601.081712,0.995164728,5880.774208,1.131219542,6119.165927,1.26895838,6229.100551,1.480872601,6267.539255,1.738807015,6338.865551,1.985928892,6412.174549,2.244915521,6484.578216,2.519003596
-99,-99,3719.816572,0.445998597,3969.993944,0.573556619,4359.500357,0.693832135,4841.192654,0.781306309,5260.741196,0.878097272,5602.732164,0.99840954,5880.938018,1.134829476,6117.604447,1.272577654,6221.235132,1.486578061,6257.033695,1.746258491,6327.040796,1.994982438,6398.133284,2.256774675,6468.494138,2.534811498
-99,-99,3722.226285,0.44740209,3973.865948,0.575558862,4365.797114,0.696204067,4846.355402,0.783703833,5264.078717,0.880951243,5604.369847,1.001750351,5881.073124,1.138471578,6115.940295,1.27626088,6213.2327,1.492507333,6246.500655,1.753951352,6315.207693,2.004134924,6384.292765,2.268753227,6453.840921,2.550627092
-99,-99,3724.685382,0.448839573,3977.816317,0.577614998,4372.184876,0.698598756,4851.611084,0.786229347,5267.418558,0.883911173,5606.000551,1.005150557,5881.08249,1.1422161,6114.260719,1.280071247,6205.242953,1.498492712,6235.914622,1.761612578,6303.573927,2.013424861,6371.283387,2.280831505,6441.05135,2.566121792
-99,-99,3727.230021,0.450342017,3981.783169,0.579663326,4378.87206,0.701046583,4856.875499,0.788767869,5270.77024,0.886926811,5607.587746,1.008652029,5881.071656,1.145983505,6112.575574,1.283965849,6196.859065,1.504584105,6225.573573,1.769537192,6292.325024,2.022797337,6359.128712,2.292998322,6431.157631,2.581158957
-99,-99,3730.085298,0.452095227,3985.79671,0.581745618,4385.682908,0.703547097,4862.215657,0.791447159,5274.142984,0.890042097,5609.147551,1.012222677,5880.882112,1.149857134,6110.904209,1.287948856,6188.028413,1.510813671,6215.028538,1.777418556,6281.491609,2.032334203,6348.404371,2.305104005,6426.297388,2.594990395
-99,-99,3732.772571,0.453646553,3990.000173,0.583984919,4392.612142,0.70609853,4867.571514,0.794153982,5277.521838,0.893231939,5610.667555,1.015904231,5880.667,1.153754449,6109.297895,1.292062107,6178.861258,1.517143573,6204.392113,1.785379955,6271.224198,2.041809037,6339.831899,2.317096352,6428.399427,2.60654255
-99,-99,3735.499103,0.455261202,3993.99595,0.586085306,4399.712999,0.708745432,4872.990766,0.796978163,5280.907669,0.896510935,5612.168295,1.019647399,5880.233107,1.157755913,6107.75128,1.296300679,6169.445187,1.523624765,6194.192064,1.79350817,6261.912508,2.051441692,6334.401284,2.328749428,6437.725353,2.614873379
-99,-99,3738.302501,0.456938242,3997.765798,0.588038492,4406.893596,0.711446142,4878.440751,0.799859575,5284.304486,0.899894013,5613.606661,1.023508625,5879.743347,1.161791891,6106.264906,1.300676951,6159.958077,1.530245002,6184.328598,1.801777745,6254.06548,2.061177772,6333.105297,2.339603767,6454.117613,2.619235384
-99,-99,3741.169718,0.458668549,4002.050656,0.590382929,4414.196384,0.714234063,4883.94119,0.802836369,5287.708301,0.903340292,5615.028004,1.027412704,5879.03948,1.165921277,6104.855891,1.305161653,6150.314572,1.53697139,6174.969194,1.810097475,6248.478336,2.070766437,6338.372836,2.348541304,6474.458067,2.620882909
-99,-99,3744.101612,0.460452106,4006.423604,0.592771298,4421.646395,0.717110563,4889.482803,0.80591257,5291.085578,0.906935283,5616.355526,1.031465102,5878.225042,1.170118365,6103.49602,1.309790682,6140.244372,1.543842917,6166.885882,1.818655524,6246.227537,2.08009017,6348.989923,2.355430877,6497.336923,2.620573849
-99,-99,3747.118572,0.462299422,4010.926416,0.595226493,4429.198871,0.72005287,4895.0503,0.809050639,5294.455635,0.910596804,5617.634931,1.035578734,5877.291417,1.174387943,6102.197361,1.314571531,6129.98442,1.550884833,6160.321907,1.827279656,6248.013969,2.088741763,6363.819611,2.360354098,6521.883154,2.618881335
-99,-99,3750.213438,0.464209816,4015.125989,0.597492362,4436.886797,0.723084384,4900.668313,0.812335807,5297.808832,0.914385094,5618.811303,1.039805679,5876.172367,1.178763994,6100.833791,1.319485432,6119.566649,1.558047125,6156.194315,1.835862207,6254.675204,2.096208393,6381.674158,2.363603589,6547.571414,2.616192677
-99,-99,3753.386955,0.466182412,4019.244252,0.599715652,4444.743677,0.726214113,4906.303819,0.815703639,5301.142524,0.918286098,5619.890053,1.044136484,5875.003643,1.183223001,6099.517942,1.324540246,6109.126709,1.565335851,6155.531838,1.844279338,6265.572487,2.102351766,6401.548833,2.365583783,6574.017113,2.61284799
-99,-99,3756.627593,0.468216485,4023.424857,0.602014217,4452.696826,0.729429812,4911.959008,0.81916856,5304.459022,0.92227246,5620.904564,1.04853831,5873.783738,1.187799663,6098.192589,1.329733136,6098.963171,1.572863512,6159.206937,1.852191338,6279.598555,2.107291434,6422.567288,2.366791256,6600.976513,2.6090779
-99,-99,3759.942765,0.470317397,4028.19648,0.604770633,4460.745677,0.732739399,4917.704157,0.822757926,5307.728837,0.926399387,5621.747864,1.053068245,5872.544467,1.192517393,6096.801151,1.335048109,6089.236482,1.580555947,6167.283489,1.85923324,6295.745596,2.111277853,6444.357893,2.367456552,6628.302356,2.605021524
-99,-99,3763.343363,0.472488215,4032.777291,0.607342612,4468.938711,0.736157718,4923.459584,0.826445029,5310.945303,0.930648337,5622.46113,1.057688144,5871.337527,1.197405925,6095.355723,1.340515102,6080.086603,1.588423127,6179.492827,1.865214571,6313.254048,2.114602422,6466.599606,2.367861522,6655.92721,2.60074661
-99,-99,3767.15225,0.475073544,4037.232908,0.609803869,4477.224808,0.739687736,4929.217102,0.830239711,5314.109478,0.935005414,5623.052169,1.062392608,5870.175472,1.202449914,6093.847961,1.346136579,6072.008464,1.596536854,6194.149636,1.870428559,6331.614263,2.11749607,6489.110452,2.368130558,6683.791721,2.596281582
-99,-99,3771.142159,0.477737953,4041.735541,0.61235577,4485.592501,0.74332465,4934.952526,0.834173517,5317.200952,0.939490485,5623.435355,1.067211172,5869.049445,1.207673133,6092.258548,1.351910104,6065.723518,1.604748902,6210.403381,1.875098934,6350.442921,2.120188286,6511.740093,2.368403786,6711.776579,2.591779283
-99,-99,3775.11918,0.48032612,4046.346266,0.615009369,4494.038013,0.747073701,4940.618373,0.838258123,5320.162682,0.944155245,5623.652209,1.072137982,5867.946493,1.213083502,6090.592289,1.357846435,6062.401237,1.613111006,6227.618833,1.879463163,6369.524476,2.122825913,6534.411408,2.368718951,6739.936344,2.587055092
-99,-99,3778.878142,0.482759823,4051.041434,0.617734231,4502.553767,0.750941053,4946.284658,0.842459674,5323.051494,0.948928952,5623.68643,1.077172294,5866.839571,1.218660803,6088.795949,1.363951687,6062.861936,1.621457103,6245.373951,1.883654476,6388.590268,2.125595235,6557.065755,2.369068154,6768.236984,2.582171215
-99,-99,3783.077362,0.48568266,4055.825033,0.620530504,4511.130083,0.754941415,4951.950289,0.846782781,5325.840387,0.953830098,5623.561612,1.082329224,5865.73444,1.22440969,6086.890553,1.370242721,6068.113809,1.629495878,6263.243132,1.88791093,6407.582524,2.12848524,6579.49515,2.36963604,6796.562342,2.577252956
-99,-99,3787.41432,0.488691954,4060.714538,0.623410024,4519.74188,0.759071503,4957.57018,0.851245231,5328.494281,0.958877262,5623.325576,1.087621075,5864.602364,1.230367419,6084.91529,1.376684295,6077.936763,1.636888787,6280.929661,1.89242162,6426.323358,2.131636166,6601.759249,2.370299572,6824.754178,2.572295792
-99,-99,3791.837089,0.491782619,4065.724305,0.626386794,4528.379941,0.763343284,4963.116366,0.855869859,5330.997199,0.964048213,5623.015228,1.093087844,5863.354807,1.236493491,6082.822901,1.383319655,6091.750091,1.643528305,6298.286789,1.897225765,6444.765893,2.135021018,6623.4606,2.371397309,6852.657794,2.567431383
-99,-99,3795.910034,0.494615654,4070.832925,0.629443823,4537.07127,0.767746242,4968.562146,0.860650345,5333.23296,0.969400817,5622.701195,1.098738575,5861.847749,1.24286246,6080.61501,1.390140204,6107.632693,1.64973375,6315.154158,1.902339837,6462.797272,2.138700644,6644.744746,2.372758297,6879.903245,2.562955024
-99,-99,3800.463049,0.497947353,4076.046791,0.632586873,4545.804857,0.772290496,4973.967755,0.865570738,5335.386006,0.97485964,5622.298273,1.10462194,5860.382535,1.249369929,6078.258605,1.397149755,6124.656004,1.655757685,6331.335021,1.907848504,6480.127436,2.142754773,6665.36121,2.374273129,6906.417926,2.558915963
-99,-99,3805.083078,0.501303537,4081.368915,0.635820424,4554.516941,0.776632089,4979.282867,0.870644594,5337.261412,0.980488478,5622.000152,1.110681152,5858.769159,1.256078397,6075.710514,1.404408348,6142.062245,1.661800588,6346.695918,1.913722398,6496.82171,2.147094049,6685.219564,2.375938791,6931.684381,2.555085353
-99,-99,3809.358023,0.504426442,4086.791393,0.639144436,4563.098911,0.781087612,4984.446908,0.875881276,5339.025657,0.986258124,5621.629988,1.116972168,5857.034889,1.26297806,6073.014921,1.411820854,6159.261593,1.668062907,6360.950014,1.919956447,6512.868894,2.15156172,6703.91458,2.377689976,6955.249315,2.551649588
-99,-99,3813.865475,0.50787719,4092.329755,0.642570103,4571.620917,0.785718092,4989.441271,0.881290745,5340.619637,0.992206097,5621.178059,1.123454566,5855.180783,1.270070321,6070.182296,1.41946765,6175.837159,1.674674045,6373.988377,1.926473949,6527.678935,2.156293459,6721.35061,2.379405093,6976.222298,2.548577908
-99,-99,3818.55864,0.511501564,4097.976345,0.646091801,4580.060034,0.790539438,4994.252306,0.886869564,5342.074291,0.998359566,5620.58617,1.130160214,5853.150117,1.277383416,6067.149197,1.427327014,6191.440593,1.681735921,6385.642005,1.933082962,6541.340331,2.161066623,6736.551639,2.380833074,6993.334917,2.545736878
-99,-99,3822.890387,0.51478923,4103.730141,0.649710481,4588.480734,0.795519133,4998.876929,0.892629069,5343.410556,1.004738853,5619.739907,1.137125369,5850.906637,1.284924901,6063.714467,1.435527069,6205.765628,1.689200359,6395.345825,1.939527675,6553.389098,2.165658899,6749.116125,2.381867081,7004.681037,2.542988234
-99,-99,3827.368089,0.51846611,4109.585845,0.653429888,4596.842699,0.800666362,5003.355039,0.898563546,5344.656476,1.011341518,5618.816088,1.144308212,5848.457702,1.292702566,6060.304924,1.443854723,6218.452859,1.696998437,6403.06329,1.945520621,6563.476506,2.169852948,6757.948752,2.38202814,7009.244906,2.540354415
-99,-99,3831.835836,0.522123176,4115.54315,0.657254458,4604.99207,0.806007258,5007.594719,0.904698705,5345.754426,1.018178082,5617.675962,1.151697366,5845.840394,1.300703023,6056.618672,1.452458543,6229.159481,1.704931243,6408.289689,1.950660695,6570.915683,2.17312996,6761.953622,2.381378727,7006.51162,2.53771871
-99,-99,3836.230796,0.525782996,4121.600511,0.661184694,4612.930831,0.811557646,5011.503675,0.911070735,5346.643204,1.025243254,5616.282038,1.159341254,5842.981155,1.308953475,6052.67508,1.461335744,6237.384616,1.712690656,6410.837032,1.954640105,6575.445938,2.175335308,6761.380598,2.379877709,6998.497386,2.535223886
-99,-99,3840.83134,0.529781007,4127.758301,0.665219769,4620.733005,0.817292491,5015.257931,0.917655576,5347.25755,1.032575983,5614.720835,1.16720936,5839.769824,1.317473775,6048.623205,1.470411881,6242.629443,1.719944385,6410.806043,1.957287615,6576.859991,2.176245908,6756.821861,2.377691916,6984.495559,2.532979198
-99,-99,3845.321273,0.533689403,4134.028857,0.669363615,4628.344816,0.823234263,5018.734693,0.924447819,5347.642786,1.040152497,5612.809323,1.175344808,5836.367374,1.326233667,6044.151746,1.479832419,6244.895308,1.726281311,6408.413825,1.958721507,6575.448604,2.175987421,6748.434404,2.374944757,6965.591129,2.532016486
-99,-99,3849.842651,0.537771808,4140.419734,0.673608367,4635.4901,0.829445227,5021.892322,0.931466957,5347.679239,1.048004968,5610.605456,1.183748867,5832.7087,1.335249732,6039.391518,1.489540391,6244.273083,1.731450002,6404.217503,1.959675005,6571.668237,2.174907456,6736.048393,2.372336585,6943.024703,2.533669659
-99,-99,3854.411641,0.541996789,4147.066144,0.677911263,4642.311446,0.83588068,5024.674196,0.938751697,5347.406946,1.056108491,5608.176086,1.19237917,5828.713795,1.344549624,6034.355726,1.499538397,6241.283583,1.735737001,6397.27514,1.961124622,6565.199391,2.173532086,6719.938236,2.371638664,6917.169627,2.539744853
-99,-99,3859.036307,0.546380164,4153.919161,0.682290991,4648.854625,0.842543136,5027.182021,0.946274304,5346.624802,1.064544772,5605.260843,1.20134485,5824.436029,1.354105532,6029.119734,1.509772815,6236.520574,1.739913073,6387.282107,1.965060685,6555.122951,2.172577856,6700.42502,2.37553888,6888.584891,2.55241529
-99,-99,3863.715048,0.550915014,4160.861203,0.686778553,4654.814512,0.849499362,5029.224825,0.954088578,5345.58866,1.073217691,5602.040427,1.210551509,5819.73067,1.36397453,6023.444086,1.520378173,6229.436261,1.745806381,6375.064229,1.973955817,6541.839537,2.174418934,6678.218869,2.387120596,6858.653038,2.573492556
-99,-99,3868.44361,0.55560116,4167.873039,0.69139608,4660.481705,0.856709875,5030.949089,0.962165008,5344.093919,1.082188434,5598.429152,1.220043221,5814.666089,1.374147048,6017.495825,1.531257533,6220.499826,1.754691169,6362.213566,1.987243508,6525.727764,2.18245638,6655.6577,2.407326503,6830.025156,2.601850526
-99,-99,3873.213779,0.560446428,4174.957011,0.696140623,4665.535445,0.86423555,5031.656456,0.97067469,5342.126442,1.091460255,5594.464099,1.229795465,5809.312006,1.384553679,6011.142579,1.5424609,6210.561124,1.765252639,6349.268044,2.001938306,6508.88218,2.197662296,6635.096032,2.432382102,6803.664706,2.633805735
-99,-99,3878.021611,0.565445612,4182.12683,0.701004832,4670.152731,0.872088728,5032.273777,0.979346934,5339.631241,1.101062671,5589.977673,1.239859961,5803.600396,1.395256511,6004.303459,1.554030048,6199.569001,1.775574499,6336.026359,2.015841228,6492.730902,2.216742673,6615.193606,2.458158579,6778.384601,2.666609157
-99,-99,3882.869801,0.570605542,4189.359563,0.705982356,4674.208031,0.880262417,5032.182022,0.988387878,5336.534408,1.110966516,5585.134633,1.250185913,5797.270869,1.406320182,5997.091799,1.565904613,6186.325504,1.78644727,6322.492075,2.028571196,6476.957773,2.23614917,6595.013522,2.483082237,6752.769716,2.698649822
-99,-99,3887.755834,0.575920824,4196.624747,0.711074645,4677.728288,0.888789917,5031.627354,0.997685644,5332.956729,1.121172379,5579.81445,1.260840961,5790.517119,1.417694707,5989.489225,1.578117844,6170.455528,1.799375905,6308.375462,2.040896046,6461.014587,2.254344921,6574.490088,2.506651387,6726.547427,2.729353823
