0003000M_phase0_T,0003000M_phase0_R,0004000M_phase0_T,0004000M_phase0_R,0005000M_phase0_T,0005000M_phase0_R,0006000M_phase0_T,0006000M_phase0_R,0007000M_phase0_T,0007000M_phase0_R,0008000M_phase0_T,0008000M_phase0_R,0009000M_phase0_T,0009000M_phase0_R,0010000M_phase0_T,0010000M_phase0_R,0011000M_phase0_T,0011000M_phase0_R,0012000M_phase0_T,0012000M_phase0_R,0013000M_phase0_T,0013000M_phase0_R,0014000M_phase0_T,0014000M_phase0_R,0015000M_phase0_T,0015000M_phase0_R,0016000M_phase0_T,0016000M_phase0_R
3421.46364,0.307787787,3589.200924,0.376759832,3813.104142,0.467724188,4025.71695,0.567421497,4440.075416,0.654003137,4928.985621,0.72464004,5365.67392,0.805828713,5735.814217,0.903821729,6055.065174,1.016883375,6351.48502,1.137993131,6644.55891,1.256714619,6957.76376,1.358947563,7347.283234,1.421423471,7807.075662,1.451295983
3421.750043,0.308067102,3604.965204,0.376283039,3800.830419,0.469261139,4025.95948,0.567632738,4440.513042,0.654210534,4929.556495,0.724865601,5366.21407,0.806114895,5736.227763,0.904166433,6055.397074,1.017299607,6351.768108,1.138509794,6644.75315,1.257311464,6957.908522,1.359605135,7347.297865,1.422169905,7806.468996,1.452375041
3422.065185,0.308320775,3608.678286,0.376289661,3809.309107,0.468854658,4026.202025,0.567844057,4440.95071,0.654417996,4930.178754,0.725103101,5366.754274,0.806401178,5736.687361,0.904543714,6055.728992,1.01771601,6352.051208,1.139026692,6644.961088,1.257964575,6958.057143,1.360350297,7347.312497,1.422916731,7805.862378,1.453454901
3422.380563,0.308574471,3604.260512,0.376632205,3795.823357,0.470206063,4026.457384,0.568058691,4441.436027,0.654633846,4930.801092,0.725340679,5367.294532,0.806687564,5737.146995,0.904921151,6056.060927,1.018132583,6352.33432,1.139543825,6645.18063,1.258665462,6958.207285,1.361130235,7347.323215,1.423679359,7805.255806,1.454535564
3422.69597,0.308828375,3607.411848,0.376697674,3810.342133,0.469567037,4026.783843,0.568291389,4441.985525,0.654860977,4931.423508,0.725578335,5367.834845,0.80697405,5737.606667,0.905298747,6056.409676,1.018569477,6352.617446,1.140061192,6645.400178,1.259366739,6958.35743,1.361910621,7347.301488,1.42457025,7804.649282,1.45561703
3423.030733,0.30906662,3607.297431,0.376910188,3800.582512,0.470724156,4027.110329,0.568524182,4442.535091,0.655088188,4932.046002,0.725816069,5368.459653,0.807296516,5738.066375,0.9056765,6056.795772,1.019051358,6352.928785,1.140635672,6645.619734,1.260068408,6958.507578,1.362691453,7347.27976,1.425461698,7804.042805,1.4566993
3423.381426,0.309291987,3609.420656,0.377017915,3798.159752,0.471396717,4027.436841,0.568757071,4443.084724,0.655315477,4932.701627,0.726062678,5369.101075,0.80762614,5738.52612,0.90605441,6057.181893,1.019533468,6353.255434,1.141241302,6645.839297,1.260770467,6958.65773,1.363472734,7347.258032,1.426353704,7803.522847,1.457818501
3423.732155,0.309517519,3612.27691,0.377089502,3791.647518,0.472315182,4027.763379,0.568990055,4443.634426,0.655542845,4933.445406,0.726332816,5369.742573,0.807955898,5739.055678,0.906482622,6057.568038,1.020015806,6353.5821,1.141847254,6646.065233,1.261514117,6958.792658,1.36433944,7347.236305,1.427246268,7803.10972,1.458983215
3424.083151,0.309743142,3615.305086,0.377154978,3787.811497,0.472965553,4028.097489,0.569225251,4444.234142,0.655779181,4934.189296,0.726603054,5370.384148,0.808285792,5739.603289,0.906923979,6057.954208,1.020498372,6353.908783,1.142453528,6646.305171,1.262348832,6958.913775,1.365283841,7347.214578,1.428139391,7802.696615,1.46014886
3424.468342,0.309958186,3617.109794,0.377275797,3782.742508,0.473935932,4028.520502,0.569485489,4444.928621,0.656032456,4934.933299,0.726873392,5371.0258,0.80861582,5740.150952,0.907365552,6058.340402,1.020981166,6354.235483,1.143060124,6646.545117,1.263184098,6959.034894,1.366228897,7347.127251,1.429201487,7802.283532,1.461315436
3424.85648,0.310170836,3617.937957,0.377456112,3776.428905,0.474787145,4028.94356,0.569745845,4445.623208,0.656285828,4935.677414,0.727143831,5371.718289,0.808968553,5740.698667,0.907807339,6058.778462,1.021526858,6354.572745,1.143690571,6646.785072,1.264019917,6959.156016,1.367174606,7347.031425,1.430286211,7801.87047,1.462482945
3425.26592,0.310364997,3625.269294,0.377348053,3780.45765,0.474950265,4029.366661,0.57000632,4446.317903,0.656539298,4936.422978,0.727414732,5372.475655,0.809350258,5741.246435,0.908249341,6059.238214,1.02209904,6354.948427,1.144407087,6647.025035,1.26485629,6959.277139,1.36812097,7346.935601,1.431371759,7801.457431,1.463651386
3425.676777,0.310558244,3635.609774,0.377105319,3798.452049,0.473824796,4029.789808,0.570266915,4447.012708,0.656792866,4937.316651,0.727725808,5373.233129,0.809732143,5741.818812,0.908710008,6059.698,1.022671542,6355.32413,1.145124052,6647.265007,1.265693215,6959.404291,1.369109414,7346.839778,1.432458131,7800.405347,1.465160991
3426.116008,0.31073016,3624.478614,0.377783257,3806.558826,0.473315512,4030.212999,0.570527629,4447.744198,0.657053958,4938.210485,0.728037017,5373.990709,0.810114208,5742.472181,0.909231736,6060.157821,1.023244364,6355.699856,1.145841466,6647.534576,1.266686908,6959.550572,1.370230132,7346.743957,1.433545327,7799.250432,1.466727048
3426.555296,0.310902172,3596.148252,0.379210883,3815.976539,0.472949049,4030.744182,0.570821504,4448.602504,0.65734088,4939.104482,0.72834836,5374.748396,0.810496453,5743.125624,0.909753763,6060.617677,1.023817508,6356.075603,1.146559329,6647.80442,1.267682782,6959.696856,1.371351767,7346.590155,1.434771876,7798.095689,1.468294779
3427.024046,0.311055854,3609.39869,0.378916653,3787.681487,0.475855176,4031.279116,0.571116657,4449.460974,0.657627927,4939.99864,0.728659835,5375.50619,0.810878879,5743.779141,0.91027609,6061.080946,1.024395047,6356.451373,1.147277642,6648.074276,1.268679439,6959.843142,1.37247432,7346.393676,1.436101545,7796.941116,1.469864185
3427.500939,0.311204548,3611.19194,0.37907433,3781.523239,0.476963836,4031.814122,0.571411963,4450.319611,0.6579151,4940.89296,0.728971443,5376.419842,0.811328423,5744.432732,0.910798717,6061.631601,1.025078326,6356.858817,1.148088334,6648.344142,1.269676879,6959.989432,1.373597792,7346.197202,1.437432447,7795.786715,1.471435269
3427.993384,0.311345327,3613.135458,0.379286342,3780.908558,0.477198012,4032.349198,0.571707422,4451.178413,0.658202398,4941.910299,0.729318729,5377.334532,0.811778597,5745.086398,0.911321644,6062.182305,1.02576206,6357.280064,1.148939644,6648.614019,1.270675104,6960.135725,1.374722184,7346.000733,1.438764582,7794.609624,1.473152758
3428.516132,0.311470574,3614.704023,0.379497887,3808.575404,0.47545558,4032.884345,0.572003034,4452.051026,0.658492695,4942.979641,0.729681168,5378.249378,0.812229021,5745.823296,0.911905973,6062.73306,1.026446251,6357.701339,1.149791586,6648.89641,1.271792339,6960.179164,1.376056299,7345.80427,1.440097952,7793.41676,1.47497337
3429.038959,0.311595871,3618.853457,0.379591276,3822.560484,0.474465288,4033.530003,0.572333375,4453.109979,0.658822346,4944.049214,0.730043787,5379.16438,0.812679695,5746.611274,0.91252816,6063.283864,1.027130898,6358.122643,1.150644159,6649.187519,1.272992946,6960.208049,1.377421285,7345.589832,1.441489974,7792.224079,1.476796231
3429.602365,0.311704538,3627.650337,0.379462019,3810.284613,0.476089045,4034.199268,0.572671268,4454.169184,0.659152162,4945.119018,0.730406586,5380.079538,0.813130618,5747.39936,0.913150772,6063.834719,1.027816002,6358.543974,1.151497364,6649.478639,1.274194686,6960.236934,1.378787625,7345.319284,1.44306273,7791.031581,1.478621346
3430.18202,0.311806587,3632.031397,0.379503348,3787.852649,0.478235213,4034.868645,0.573009361,4455.228641,0.659482143,4946.189054,0.730769566,5381.084389,0.813624549,5748.187554,0.913773809,6064.41392,1.028543976,6358.972093,1.152369337,6649.769773,1.275397561,6960.26582,1.380155321,7345.048747,1.444637203,7789.839265,1.480448716
3430.761773,0.31190867,3599.278514,0.381160761,3812.490182,0.476719091,4035.538132,0.573347654,4456.28835,0.659812289,4947.334604,0.731155672,5382.17601,0.814160144,5748.975856,0.914397271,6065.05463,1.029364641,6359.458366,1.153398025,6650.06092,1.276601571,6960.294705,1.381524373,7344.778219,1.446213394,7788.654853,1.482494809
3431.406146,0.311990696,3617.848458,0.380649673,3789.336591,0.478846564,4036.207731,0.573686147,4457.34831,0.6601426,4948.61269,0.731582311,5383.267851,0.814696092,5749.764266,0.915021158,6065.695408,1.030185961,6359.944677,1.15442763,6650.349851,1.277833737,6960.350575,1.38301289,7344.507702,1.447791304,7787.472257,1.484589642
3432.056144,0.312071029,3612.399801,0.381167784,3803.931633,0.478056053,4036.975304,0.574060485,4458.619725,0.660519755,4949.891107,0.732009199,5384.359914,0.815232392,5750.69298,0.915764513,6066.336254,1.031007937,6360.431025,1.155458155,6650.622339,1.279266915,6960.440124,1.384650593,7344.126951,1.449543106,7786.28984,1.486687434
3432.706266,0.312151383,3618.36974,0.381250857,3800.587885,0.478655649,4037.794454,0.57445381,4459.919421,0.660903298,4951.169854,0.732436336,5385.452199,0.815769046,5751.627105,0.916512943,6066.977168,1.031830568,6360.91741,1.1564896,6650.894839,1.2807017,6960.529675,1.386290235,7343.672044,1.451413028,7785.107603,1.488788191
3433.441205,0.312213047,3621.92819,0.38141311,3794.333075,0.479494285,4038.613771,0.574847405,4461.219496,0.661287064,4952.448932,0.732863722,5386.544706,0.816306053,5752.561382,0.917261984,6067.618149,1.032653856,6361.403832,1.157521965,6651.167349,1.282138094,6960.619227,1.387931819,7343.217166,1.453285363,7783.283481,1.491217543
3434.179023,0.312274123,3629.012627,0.38140334,3812.553893,0.47842741,4039.433254,0.57524127,4462.519949,0.661671052,4953.72834,0.733291358,5387.850792,0.816947108,5753.495811,0.918011638,6068.323978,1.033569423,6361.92423,1.158653731,6651.439871,1.283576099,6960.70878,1.389575347,7342.762316,1.455160113,7781.21217,1.493776701
3434.916999,0.31233521,3617.776367,0.382227429,3787.307665,0.480920386,4040.252904,0.575635404,4463.820782,0.662055263,4955.268855,0.733797311,5389.159855,0.81758996,5754.430391,0.918761905,6069.083441,1.034561608,6362.486433,1.159907903,6651.712404,1.285015718,6960.693796,1.391332955,7342.172855,1.457222179,7779.141409,1.496340251
3435.747567,0.312382384,3607.233472,0.383084793,3807.950816,0.479510542,4041.17156,0.576060838,4465.317015,0.662484376,4956.81194,0.734304239,5390.469236,0.818233318,5755.413069,0.91955509,6069.843,1.035554746,6363.048686,1.161163432,6652.014294,1.286676221,6960.473358,1.393313483,7341.496355,1.459406953,7777.0712,1.4989082
3436.592243,0.31242747,3618.168556,0.382951183,3802.884077,0.480298741,4042.204584,0.576522444,4466.908405,0.662935459,4958.355506,0.734811518,5391.778935,0.818877182,5756.525022,0.920462964,6070.602653,1.036548836,6363.610988,1.16242032,6652.32758,1.28842404,6960.252927,1.39529683,7340.819918,1.461595003,7774.182105,1.50186997
3437.437127,0.312472563,3623.479165,0.38306878,3808.210428,0.480251633,4043.237873,0.576984419,4468.500363,0.66338685,4959.899553,0.735319146,5393.088952,0.819521552,5757.63719,0.921371735,6071.362402,1.037543882,6364.17334,1.163678568,6652.640881,1.290174233,6960.032503,1.397283001,7340.143543,1.463786333,7771.243382,1.504861748
3438.366617,0.312509913,3626.680428,0.383293369,3793.421712,0.481765454,4044.271426,0.577446765,4470.092888,0.663838548,4961.44408,0.735827126,5394.513377,0.820225622,5758.749573,0.922281403,6072.122245,1.038539882,6364.735742,1.164938179,6652.954197,1.291926804,6959.812086,1.399271998,7339.173027,1.466295249,7768.305769,1.507859485
3439.34482,0.31254282,3600.663362,0.384960524,3817.610019,0.480235845,4045.305242,0.577909482,4471.68598,0.664290554,4963.179288,0.736395932,5396.085118,0.821006582,5759.86217,0.92319197,6072.972446,1.039690007,6365.362946,1.166389039,6653.267528,1.293681755,6959.811963,1.401498967,7338.169963,1.468843444,7765.395013,1.511044526
3440.3233,0.31257573,3627.528238,0.383993357,3797.778718,0.482274294,4046.395952,0.57839235,4473.432065,0.664781026,4965.044274,0.737006268,5397.657317,0.821788286,5760.974983,0.924103435,6073.854411,1.040895163,6366.013171,1.167909121,6653.566993,1.295684129,6959.882724,1.403805271,7337.167036,1.471396068,7762.502459,1.514357114
3441.34762,0.312606392,3627.082025,0.384382841,3810.587566,0.481568286,4047.653942,0.578933985,4475.371374,0.66532008,4966.909961,0.73761711,5399.229974,0.822570734,5762.194535,0.925119622,6074.736504,1.042101715,6366.663463,1.169431184,6653.862715,1.297756041,6959.953486,1.40611537,7335.980851,1.47414422,7759.610981,1.517676963
3442.489337,0.312631271,3610.518689,0.385608058,3802.332272,0.482546845,4048.912324,0.579476128,4477.311524,0.665859572,4968.776348,0.738228458,5400.803089,0.823353927,5763.502861,0.92622328,6075.618726,1.043309667,6367.313822,1.170955231,6654.15845,1.299831265,6960.024248,1.40842927,7334.637318,1.477062015,7756.082803,1.52133791
3443.631433,0.312656152,3626.856994,0.385197298,3816.542611,0.481849957,4050.171097,0.580018778,4479.252516,0.666399501,4970.643438,0.738840312,5402.376662,0.824137865,5764.811483,0.927328254,6076.501075,1.044519019,6367.964246,1.172481264,6654.454198,1.301909808,6959.69698,1.411070063,7333.294031,1.479985585,7752.366084,1.525107516
3444.773907,0.312681035,3603.0326,0.38668822,3793.288429,0.48399451,4051.430261,0.580561937,4481.194348,0.666939869,4972.57917,0.739475209,5404.206581,0.825064738,5766.120403,0.928434546,6077.410261,1.045779141,6368.633251,1.174139588,6654.731663,1.304130256,6959.202897,1.413851512,7331.631281,1.483105865,7748.5757,1.528949015
3446.078628,0.312702271,3626.722521,0.385869534,3818.13604,0.482427513,4052.835006,0.581161298,4483.21976,0.667500593,4974.831807,0.740215568,5406.078486,0.826015659,5767.429619,0.929542158,6078.422738,1.047231687,6369.324297,1.175955104,6654.982563,1.306556145,6958.708849,1.416638444,7329.626527,1.4864377,7744.515553,1.533026091
3447.420155,0.312722691,3629.207006,0.386198983,3805.486314,0.483770472,4054.296712,0.581782956,4485.594507,0.668145709,4977.085465,0.740956668,5407.951039,0.826967676,5768.790433,0.93070348,6079.435383,1.048686251,6370.015417,1.177773428,6655.233473,1.308986547,6958.177471,1.419492844,7327.622321,1.489777021,7740.457534,1.53711404
3448.762205,0.312743112,3611.761832,0.38753788,3807.806964,0.483963501,4055.758946,0.582405279,4487.970512,0.668791447,4979.340144,0.74169851,5409.824241,0.82792079,5770.310659,0.932028902,6080.448197,1.050142835,6370.706612,1.179594564,6655.484392,1.311421469,6957.460196,1.422662073,7325.386701,1.493411242,7735.256288,1.54181181
3450.167755,0.312763133,3626.991162,0.387170168,3844.05529,0.481149554,4057.320928,0.583061766,4490.347775,0.66943781,4981.595844,0.742441095,5411.698091,0.828875002,5771.831286,0.933356213,6081.46118,1.051601442,6371.397882,1.181418516,6655.683417,1.314051655,6956.742995,1.425838378,7323.028807,1.497207114,7729.868889,1.546623509
3451.755325,0.312782003,3637.847255,0.387131578,3837.41949,0.482305214,4058.985261,0.583753371,4492.726297,0.670084797,4983.852566,0.743184424,5413.809112,0.829958102,5773.352314,0.934685413,6082.500082,1.053118035,6372.123998,1.183479167,6655.840716,1.316840794,6956.031318,1.429033599,7320.633197,1.501056427,7723.957429,1.551781195
3453.343626,0.312800873,3613.146559,0.388921556,3811.283926,0.484908611,4060.650277,0.584445797,4495.168561,0.670747878,4986.521761,0.744073794,5416.0273,0.831100128,5774.873743,0.936016507,6083.633419,1.05484194,6372.861614,1.185620351,6655.998018,1.319635854,6955.413557,1.432440066,7317.911867,1.505288399,7717.763101,1.557137071
3454.932658,0.312819744,3639.368392,0.387999671,3799.333083,0.486146081,4062.427644,0.585178303,4498.043935,0.671518562,4989.213436,0.744971667,5418.246396,0.832243726,5776.50476,0.93746962,6084.766968,1.056568667,6373.599315,1.187765409,6656.138375,1.322492526,6954.795851,1.435854653,7315.191548,1.509532302,7711.51795,1.562577402
3456.705429,0.312838972,3635.137569,0.388705184,3815.601144,0.485438076,4064.318606,0.585951422,4500.921149,0.672290132,4991.906564,0.745870624,5420.466402,0.833388898,5778.238686,0.939037854,6085.900728,1.058298221,6374.337102,1.189914347,6656.187551,1.325655617,6953.914952,1.439460832,7311.765928,1.51417725,7705.247332,1.568072989
3458.593917,0.312858424,3621.922206,0.389995281,3806.814535,0.486545695,4066.210449,0.586725564,4503.800202,0.673062588,4994.601146,0.746770665,5422.712505,0.834552107,5779.973132,0.940608712,6087.034698,1.060030606,6375.089433,1.192264121,6656.236727,1.328826274,6952.162817,1.443685116,7308.183797,1.518923919,7698.029901,1.574120744
3460.483437,0.312877877,3637.089568,0.38969495,3807.021902,0.487047265,4068.179068,0.587524874,4506.681098,0.673835931,4997.397605,0.747707508,5425.25687,0.835911471,5781.708099,0.942182197,6088.274482,1.061987753,6375.851244,1.194746699,6656.265922,1.332056175,6950.411123,1.447921796,7304.079332,1.524026676,7690.464511,1.580456176
3462.37399,0.312897331,3634.141287,0.390411423,3813.881138,0.486916254,4070.35843,0.588392076,4509.835315,0.674681296,5000.569834,0.748778709,5427.802429,0.83727305,5783.514821,0.943844475,6089.540769,1.064003777,6376.613146,1.197234446,6656.174637,1.335606221,6948.810391,1.452251456,7299.75685,1.529290611,7682.350686,1.587258845
3464.58197,0.312918862,3630.083338,0.391171383,3833.76417,0.485591161,4072.538958,0.589260558,4513.238411,0.675592394,5003.744076,0.749851444,5430.349182,0.838636846,5785.456796,0.94567285,6090.807319,1.066023629,6377.375139,1.199727374,6656.083354,1.339165727,6947.254997,1.456618206,7294.776756,1.534974868,7674.062208,1.594138757
3466.82722,0.31294063,3633.810499,0.391431628,3839.45556,0.485453189,4074.792928,0.590158138,4516.644075,0.676504721,5006.920334,0.750925717,5432.902332,0.84000621,5787.399424,0.947504768,6092.074133,1.068047315,6378.140108,1.202547721,6655.889981,1.342909573,6945.381337,1.461273069,7289.589681,1.540811636,7665.05017,1.601413694
3469.073924,0.312962399,3619.650308,0.392845068,3812.904815,0.488315955,4077.221033,0.591123692,4520.052309,0.67741828,5010.10767,0.752004927,5435.793276,0.841594564,5789.342703,0.949340233,6093.43661,1.07033756,6378.905321,1.205391646,6655.570222,1.346881007,6943.299835,1.46612328,7283.765052,1.547114797,7655.050188,1.609241626
3471.373934,0.312984504,3638.869439,0.392301896,3830.754597,0.487490249,4079.650584,0.592090826,4523.789186,0.678409409,5013.777099,0.753265898,5438.685759,0.843185922,5791.422458,0.951352539,6094.808761,1.072658569,6379.670626,1.208242297,6655.244272,1.350874005,6940.615745,1.471369379,7277.673159,1.553667396,7644.483717,1.617443602
3474.062021,0.313009107,3634.810353,0.393021085,3806.191123,0.489788394,4082.302397,0.593133318,4527.780744,0.679460926,5017.449216,0.754528983,5441.579781,0.844780289,5793.570833,0.953455867,6096.181222,1.074984611,6380.402087,1.211339929,6654.681193,1.355255307,6937.598048,1.476845836,7271.265622,1.560512949,7633.369013,1.62595109
3476.75219,0.313033711,3637.268014,0.393415624,3830.783538,0.488341619,4084.98887,0.594188661,4531.775823,0.680514073,5021.124021,0.755794185,5444.612842,0.846483296,5795.720006,0.955563845,6097.590903,1.077456772,6381.119879,1.214543111,6654.118161,1.35965082,6933.940761,1.482745578,7263.980954,1.567902141,7621.50187,1.635001642
3479.444442,0.313058318,3638.893055,0.393867276,3816.375154,0.489885904,4087.847051,0.595308113,4535.893315,0.681599485,5024.965471,0.757127132,5447.822268,0.848324132,5797.933904,0.957790546,6099.043089,1.08009618,6381.837752,1.217754764,6653.294672,1.364397798,6930.145361,1.488825093,7255.757954,1.575747999,7609.0362,1.644514343
3482.243427,0.313082666,3635.583298,0.394810958,3824.310742,0.489731931,4090.769965,0.596452675,4540.455745,0.682800389,5029.139164,0.758594375,5451.033587,0.85016897,5800.241877,0.960189123,6100.495621,1.082742054,6382.563547,1.221289357,6652.418821,1.369229518,6926.199465,1.495286439,7246.851397,1.584025589,7595.802729,1.654549528
3485.309406,0.313106358,3648.419258,0.39472066,3825.839094,0.49007663,4093.943347,0.597671241,4545.022764,0.684003409,5033.316323,0.760064461,5454.333183,0.852088758,5802.550769,0.962593706,6101.967759,1.085519828,6383.291071,1.224900422,6651.355375,1.37445924,6921.627072,1.502029469,7237.496621,1.592681732,7581.678736,1.665180354
3488.494243,0.313131361,3644.625628,0.395518444,3817.230717,0.491213971,4097.18217,0.598910527,4549.703914,0.685237416,5037.537405,0.761554394,5457.852751,0.854192198,5804.944636,0.965145724,6103.469684,1.088496859,6383.993219,1.228608386,6650.25361,1.379787188,6916.591057,1.509053897,7226.882873,1.601995516,7566.849425,1.676333905
3491.829893,0.313158032,3632.775587,0.396980968,3836.270667,0.490231736,4100.652025,0.600239249,4554.876524,0.686602009,5042.218216,0.763239161,5461.37459,0.85630083,5807.424453,0.967847786,6104.971978,1.091482054,6384.613574,1.232605685,6648.562663,1.385472353,6911.082103,1.516559148,7215.375957,1.611998928,7551.307686,1.688037647
3495.364903,0.313186011,3658.53211,0.396199004,3824.718663,0.49169331,4104.176973,0.601590776,4560.055015,0.687969319,5046.903377,0.764927656,5465.056114,0.858535572,5809.905329,0.970557413,6106.513074,1.094680557,6385.233989,1.236615988,6646.705329,1.39132845,6904.778633,1.524487166,7203.118166,1.622482676,7534.273551,1.700676816
3499.014758,0.313214611,3654.651192,0.397131827,3817.412581,0.492879793,4107.966528,0.60303082,4565.45739,0.689404558,5051.688552,0.7666641,5468.912527,0.860908841,5812.50541,0.973538524,6108.076479,1.098005752,6385.684559,1.240959227,6644.499798,1.397519102,6897.714519,1.53289425,7189.709757,1.633677145,7516.624039,1.713864702
3502.899551,0.313244053,3636.306955,0.39898913,3822.209584,0.492926064,4111.84813,0.604505349,4571.244962,0.690956204,5056.868319,0.768585025,5472.771662,0.86328867,5815.122083,0.976563347,6109.640487,1.101389645,6386.116083,1.245353767,6641.829154,1.404092489,6890.169737,1.541671523,7174.994309,1.645701124,7497.49451,1.728011109
3506.802389,0.313267256,3657.83655,0.398544732,3829.780414,0.492989068,4115.960202,0.606069675,4577.03987,0.692511343,5062.053397,0.770510763,5476.906321,0.865935199,5817.79741,0.979761558,6111.206119,1.105079276,6386.503344,1.250082153,6638.762179,1.410963168,6881.102573,1.551303309,7160.899507,1.657911546,7477.918613,1.742960751
3510.720034,0.313287167,3647.84267,0.399965595,3834.599767,0.493166764,4120.309484,0.607703487,4583.359831,0.694210339,5067.546051,0.772585209,5481.053513,0.868598835,5820.526063,0.983119319,6112.772152,1.108781268,6386.877854,1.254920638,6635.199582,1.41818919,6871.326713,1.561437961,7144.236386,1.67136006,7456.849766,1.758674458
3515.136453,0.31328271,3644.979413,0.400863099,3818.149197,0.496502115,4124.820963,0.60938811,4589.830024,0.695951911,5073.227812,0.774752572,5485.368065,0.871475455,5823.290622,0.986609398,6114.340425,1.112797854,6387.023397,1.260082292,6631.161365,1.425923519,6860.626171,1.572132532,7126.456006,1.685628166,7433.847348,1.775652378
3519.866609,0.313300241,3638.658367,0.402091397,3821.799728,0.49840228,4129.632553,0.611194863,4596.606741,0.697787418,5079.060329,0.777001896,5489.755224,0.874448141,5826.112999,0.990309647,6115.909378,1.116874518,6387.115834,1.265352463,6626.393288,1.434049243,6848.836231,1.583503693,7106.951741,1.700892274,7409.62671,1.793610446
3525.358582,0.313371602,3668.811944,0.401166403,3825.807351,0.500423278,4134.625551,0.613065989,4603.736832,0.699731308,5085.219278,0.779426096,5494.303398,0.877618488,5828.978602,0.994159419,6117.453534,1.121253776,6387.073316,1.271082006,6620.795332,1.442639898,6836.29396,1.595528222,7086.227886,1.717354383,7383.639111,1.8128232
3537.031433,0.314205254,3659.244004,0.402701056,3830.088186,0.502576819,4139.835315,0.615013934,4611.100653,0.701756155,5091.483725,0.781915049,5498.941141,0.88090278,5831.902852,0.998210298,6118.991448,1.125726203,6386.871431,1.277001007,6614.406179,1.451735815,6822.435606,1.608308512,7064.147016,1.734675032,7356.105377,1.833260603
3552.818131,0.315544365,3663.829319,0.403475063,3834.695168,0.504881127,4145.371346,0.617077906,4618.869199,0.703920357,5098.098991,0.784612532,5503.751048,0.884433562,5834.842881,1.00249465,6120.475262,1.130549474,6386.453696,1.283170123,6607.015087,1.461368346,6806.2883,1.622418381,7040.375573,1.753225192,7326.561514,1.855167503
3570.61635,0.31945901,3660.925353,0.404619609,3839.693588,0.507370119,4151.1995,0.619250149,4626.947281,0.70618119,5104.857422,0.787406899,5508.624894,0.888064103,5837.792961,1.006927817,6121.945242,1.135485234,6385.685626,1.28973682,6598.692877,1.471567232,6789.688061,1.636951837,7014.856122,1.772788846,7294.88767,1.8786199
3589.267695,0.324649539,3659.954533,0.405608213,3845.081078,0.510059092,4157.325959,0.621522362,4635.444374,0.708572337,5111.906028,0.790394663,5513.686005,0.892008244,5840.786019,1.011715806,6123.367378,1.140771589,6384.633471,1.296574119,6589.161395,1.482423296,6771.922485,1.652378866,6988.09672,1.793674293,7261.730434,1.90337408
3608.225671,0.330963018,3664.118419,0.406466953,3850.871364,0.512954121,4163.76194,0.623902606,4644.365988,0.711119719,5119.198753,0.79355909,5518.806328,0.896127723,5843.795071,1.016690704,6124.74129,1.146283538,6383.217162,1.303719718,6578.743606,1.49391219,6752.064287,1.669143975,6960.205487,1.815782585,7226.759224,1.929666365
3627.088126,0.33821861,3652.113014,0.408683247,3857.155406,0.516099101,4170.503532,0.626418709,4653.534713,0.713759708,5126.664986,0.796851543,5523.99429,0.900448814,5846.823005,1.021894027,6126.068014,1.152019661,6381.332311,1.311200897,6566.912495,1.506064268,6730.676049,1.686827792,6930.921257,1.839016777,7189.434845,1.957752813
-99,-99,3652.995605,0.409130939,3858.651265,0.516845623,4172.937103,0.627323037,4656.539551,0.714643287,5129.018165,0.797933462,5525.549145,0.901796478,5847.684202,1.023499212,6126.42083,1.153807772,6380.53159,1.313652051,6563.518738,1.509440163,6725.419427,1.691216809,6923.03497,1.845170667,7178.718492,1.965871415
-99,-99,3653.884205,0.409581106,3860.147705,0.517593224,4175.372094,0.628228671,4659.546329,0.71552796,5131.372424,0.799016851,5527.104437,0.90314616,5848.545527,1.025106917,6126.773666,1.155598659,6379.73097,1.316107786,6560.126735,1.512823624,6720.103477,1.695646964,6915.269082,1.851299378,7167.69442,1.974189572
-99,-99,3654.775145,0.41003508,3861.654306,0.518346564,4177.808506,0.629135612,4662.555048,0.716413728,5133.727763,0.80010171,5528.660167,0.904497861,5849.406979,1.026717148,6127.126523,1.157392326,6378.93045,1.318568113,6556.558988,1.516273116,6714.230481,1.700352616,6907.607695,1.857410527,7156.460523,1.982668075
-99,-99,3655.693562,0.410504573,3863.21648,0.519127619,4180.348339,0.630082141,4665.565711,0.717300592,5136.084184,0.801188042,5530.216335,0.905851586,5850.268557,1.028329909,6127.479399,1.159188777,6378.042698,1.321081295,6552.83453,1.519782866,6708.391587,1.705053981,6899.246786,1.863906337,7145.022874,1.991305086
-99,-99,3656.632857,0.410985142,3864.797809,0.519918337,4182.923763,0.631042884,4668.58785,0.718192939,5138.456722,0.80228721,5531.785421,0.907238281,5851.124979,1.029984801,6127.825941,1.161008881,6377.002798,1.323683583,6549.095184,1.523315553,6702.640675,1.709718528,6891.024095,1.870372894,7133.27784,2.000144979
-99,-99,3657.575256,0.411470189,3866.423341,0.520727933,4185.500774,0.632005092,4671.778781,0.719163162,5140.931348,0.803464268,5533.382459,0.908695397,5851.971756,1.031715693,6128.142556,1.162930308,6375.963067,1.326290997,6545.274721,1.526929192,6696.722283,1.714461508,6882.82906,1.876863831,7121.355133,2.009153676
