,0003000M_phase2_T,0003000M_phase2_R,0004000M_phase2_T,0004000M_phase2_R,0005000M_phase2_T,0005000M_phase2_R,0006000M_phase2_T,0006000M_phase2_R,0007000M_phase2_T,0007000M_phase2_R,0008000M_phase2_T,0008000M_phase2_R,0009000M_phase2_T,0009000M_phase2_R,0010000M_phase2_T,0010000M_phase2_R,0011000M_phase2_T,0011000M_phase2_R,0012000M_phase2_T,0012000M_phase2_R,0013000M_phase2_T,0013000M_phase2_R,0014000M_phase2_T,0014000M_phase2_R,0015000M_phase2_T,0015000M_phase2_R,0016000M_phase2_T,0016000M_phase2_R
20,-99,-99,-99.0,-99.0,-99.0,-99.0,4535.6216059297685,1.7452411833776207,4646.972746348233,1.969152547264025,4743.4132431406915,2.1455189902129854,4829.372866355208,2.272874196370125,4913.675326084499,2.3696449579244296,5017.146290053713,2.4197502293440336,5059.590096680826,2.5828068864504754,5163.002223847331,2.666470209955164,5322.920955624093,2.8069449854485313,5399.0064562439065,3.0892277860781183,5471.525254779294,3.417737701598904
21,-99,-99,-99.0,-99.0,-99.0,-99.0,4539.175679598925,1.793093734736677,4646.579331014108,2.0260828036541634,4738.796169191521,2.2089498476228546,4820.21864172948,2.3415107365464607,4898.109118959715,2.4427796845177303,4988.774953164672,2.4941486465260936,5028.786242323088,2.6591217115002497,5118.865942243093,2.7278944563878125,5276.374817495504,2.8250407590391546,5355.785640726795,3.091798985583452,5431.411502635733,3.4097049621328925
22,-99,-99,-99.0,-99.0,-99.0,-99.0,4542.90649513509,1.842305169743323,4646.310364313919,2.0848443194527904,4734.855737295472,2.2740354806344145,4812.491177412172,2.4116831265101117,4885.295046609806,2.5174329312051396,4965.956254716084,2.5716484829941995,5003.961244049718,2.739627339548982,5081.1886900249965,2.8021187452428076,5228.596381749387,2.854571206886057,5311.179345433324,3.10092640259916,5390.563270089152,3.4049531948090337
23,-99,-99,-99.0,-99.0,-99.0,-99.0,4546.376492832774,1.8932379056266544,4646.199780222961,2.1453964478554473,4731.499052942618,2.3408598138771053,4805.733744502482,2.4836779175847927,4874.203674886148,2.5939624875367624,4947.432009637285,2.6513481563714123,4984.06304311673,2.822648796813193,5050.822149559708,2.8841718219301486,5180.861005770211,2.9004516074355693,5264.6112819417285,3.12086542332207,5348.365535904181,3.405788885597631
24,-99,-99,-99.0,-99.0,-99.0,-99.0,4550.0818252157715,1.9455595128765057,4646.183008339435,2.2078412119800053,4728.489354460788,2.4095874006951696,4799.64215391596,2.5576407686338234,4864.847489792007,2.6721101027378706,4932.103686005482,2.7329325016214807,4967.677179462275,2.907657783868264,5026.923567907596,2.9702525906391655,5136.501332399412,2.9649896601856063,5216.207447280686,3.1577377572860126,5304.022886545015,3.4161992640917807
25,-99,-99,-99.0,-99.0,-99.0,-99.0,4553.581764994843,1.9996587705628337,4646.082779556319,2.272377787549398,4725.492279285126,2.4806393175226447,4794.267437274636,2.633529342301542,4856.448141555031,2.752349434937988,4919.293260959288,2.8162596710808354,4953.949744766429,2.9944947148220837,5007.4231654949945,3.059067402187697,5099.040581209468,3.0445474616496657,5168.88803792052,3.217832707635856,5256.923342904047,3.4420435234187057
26,-99,-99,-99.0,-99.0,-99.0,-99.0,4556.809037395026,2.05565739673319,4645.853764278328,2.3391147604449487,4722.312090245227,2.554166248046615,4789.040107002731,2.711831844976484,4848.771514716807,2.8348240930539994,4908.197158524166,2.90156230862444,4942.1117268645,3.0833019268526414,4991.136297456326,3.150103047935396,5069.202896854733,3.1326348024395134,5127.751527778496,3.2984975113141255,5208.033966488414,3.492047385441769
27,-99,-99,-99.0,-99.0,-99.0,-99.0,4559.613785586274,2.113762034784054,4645.419968613771,2.408185780006185,4719.45178644277,2.6297684318870473,4783.968219161902,2.7926215092720446,4841.832885299111,2.919454490401521,4898.412944644952,2.9889863100783947,4931.512839351675,3.1743805142034107,4977.542200817499,3.242927446756898,5045.609167118909,3.225112662987485,5094.981951159023,3.3908700742256457,5161.638622828212,3.57065616081123
28,-99,-99,-99.0,-99.0,-99.0,-99.0,4562.296789493292,2.1737697016890825,4644.809598721409,2.4796290177900895,4716.367503219713,2.708066524542374,4779.074884435283,2.875867136946005,4835.3028811896,3.006516637656132,4889.301413986583,3.078988109126689,4921.840262561821,3.2678747870158773,4965.469542085668,3.33810015344395,5026.254851417525,3.3205999366306087,5069.199177692725,3.488803907726891,5123.768608612312,3.669107358165762
29,-99,-99,-99.0,-99.0,-99.0,-99.0,4564.709828973431,2.235851873893639,4643.637453409228,2.5539537241500203,4713.147518778105,2.7890106084530397,4773.756337045858,2.962337022207638,4828.639322173886,3.0967429025956807,4880.893320856799,3.1714897417218406,4912.722908058804,3.3640594254911105,4954.573621826465,3.435719063748971,5010.2173915768235,3.418310647484345,5048.36528872579,3.5898391960451117,5093.765918274486,3.776115120071823
30,-99,-99,-99.0,-99.0,-99.0,-99.0,4566.5953488301875,2.300362531732776,4642.411380982152,2.630709865567893,4709.672200004037,2.872833211474126,4768.820996197505,3.05117910174382,4822.163046452817,3.1897412231094826,4872.966660572253,3.2666682464392913,4904.152754770051,3.462987868952006,4944.33885249927,3.5361564689000575,4996.031179877892,3.5187472798751687,5030.9455989548605,3.693244573199231,5070.145011496482,3.886465469385956
