,0003000M_phase2_T,0003000M_phase2_R,0004000M_phase2_T,0004000M_phase2_R,0005000M_phase2_T,0005000M_phase2_R,0006000M_phase2_T,0006000M_phase2_R,0007000M_phase2_T,0007000M_phase2_R,0008000M_phase2_T,0008000M_phase2_R,0009000M_phase2_T,0009000M_phase2_R,0010000M_phase2_T,0010000M_phase2_R,0011000M_phase2_T,0011000M_phase2_R,0012000M_phase2_T,0012000M_phase2_R,0013000M_phase2_T,0013000M_phase2_R,0014000M_phase2_T,0014000M_phase2_R,0015000M_phase2_T,0015000M_phase2_R,0016000M_phase2_T,0016000M_phase2_R
10,-99,-99,-99.0,-99.0,-99.0,-99.0,4537.921314527163,1.3243427296352308,4722.882775373366,1.465844003437059,4910.290756879083,1.5892769028233678,5106.974131283592,1.7048446084963795,5293.238986614208,1.8513115673133735,5472.600646893381,2.0290632353978895,5520.147183519755,2.256051504633678,5627.184087835662,2.486686980082528,5775.847171040473,2.744146310018854,5841.04894950047,3.073666272707928,5910.140319669198,3.414709962733123
11,-99,-99,-99.0,-99.0,-99.0,-99.0,4531.349322838934,1.3628895202696636,4704.250755075753,1.5113281196217385,4877.478916194737,1.6364166857394091,5063.204418205376,1.7452463312834452,5246.432551146999,1.8820635977971767,5426.078988937146,2.0523751422254533,5473.867430628163,2.2720743443565756,5580.898895264219,2.4984297381672236,5727.879767684467,2.757634019765087,5792.5133590678715,3.087811108580236,5860.0598921337305,3.433650338940386
12,-99,-99,-99.0,-99.0,-99.0,-99.0,4526.963218077456,1.4021005356494796,4688.884119825648,1.5582132543983624,4848.3927487247065,1.6865486439835689,5020.898795114456,1.7900064251811603,5199.337516390813,1.9154510395312556,5379.0850194774075,2.0758570788816604,5427.468899108992,2.2878590078875205,5534.975876826838,2.5083692466083565,5680.787236313564,2.7679029672861653,5745.238622116958,3.097474931652676,5811.576607923282,3.4471467745138558
13,-99,-99,-99.0,-99.0,-99.0,-99.0,4524.178338173887,1.4420814228226257,4676.689245552901,1.6061567402249852,4823.864485685818,1.7390341219426364,4981.5358220643375,1.839417620105139,5152.1768909350785,1.9527512005942604,5331.465693300435,2.100368453240211,5380.541274722189,2.304714182676367,5489.536901033417,2.5171781193120184,5634.684131324481,2.775086744427646,5699.147978610733,3.103261917774794,5764.781197023373,3.4551483770792806
14,-99,-99,-99.0,-99.0,-99.0,-99.0,4523.060893914063,1.4827001316769481,4667.496882959526,1.6548963509015686,4803.592002630645,1.793383070686414,4946.087227703822,1.8935560868884567,5105.813182719899,1.9953453629589044,5283.36648945324,2.1270663248378847,5333.40465090291,2.3233076007820257,5444.131340074971,2.5261013178173153,5589.328141039715,2.7799604072144253,5654.183191827101,3.1057259960192005,5719.513058154065,3.458545030999486
15,-99,-99,-99.0,-99.0,-99.0,-99.0,4523.2444086320465,1.524061886301016,4660.498752092898,1.7046020016012013,4787.271380786985,1.8491284195417563,4915.895909372059,1.951535254708933,5061.653391759085,2.044289500686942,5234.960568151867,2.1573914143130075,5285.806100852846,2.3453879823604806,5398.747900019594,2.5358691463378786,5544.824168748999,2.7828704614561444,5610.309332893252,3.1052140903628875,5675.712486995116,3.457726760735799
16,-99,-99,-99.0,-99.0,-99.0,-99.0,4524.467885123429,1.5662502575376103,4655.403516452372,1.7552453521233182,4774.394353469881,1.9059425671952974,4890.693652561094,2.0124224876555803,5021.203480539891,2.100177882606431,5186.343607358805,2.193144779153539,5237.573513456264,2.373000448866831,5352.821086758719,2.5481306202152076,5500.729348585542,2.7848713441851545,5567.460727531355,3.1024199461336353,5633.363504460317,3.4530652401815365
17,-99,-99,-99.0,-99.0,-99.0,-99.0,4526.47686648605,1.6093807318384858,4651.940115916009,1.8068091631552112,4763.81523984846,1.9640858343865273,4870.327421160847,2.075338679314798,4986.017178366907,2.162143966156819,5138.55208118676,2.2363335606772665,5189.244602676773,2.4086019493294515,5306.25870784801,2.5645201416878187,5456.828162130566,2.7868781724014378,5525.202374731482,3.0983768228924338,5592.016740477169,3.445900932398454
18,-99,-99,-99.0,-99.0,-99.0,-99.0,4529.200762140525,1.6534567010690893,4649.497701170348,1.8595916975922009,4755.569856176136,2.0232420219428224,4853.789699866903,2.139828035091266,4956.775764615704,2.2285834848255486,5093.087439205559,2.28868949721379,5141.814846676705,2.454973379661752,5258.757735012649,2.5875653347078122,5412.821046309483,2.790132191596979,5483.292476813906,3.0940458922931473,5551.466582961042,3.4369651416497597
19,-99,-99,-99.0,-99.0,-99.0,-99.0,4532.169739584916,1.698799649188083,4647.9826525557055,1.9136214515687004,4748.76495345117,2.0837740341542137,4840.260370524241,2.205756867907475,4933.108217957799,2.2979888956488925,5052.034232274312,2.350400718780602,5097.768302389442,2.513502509570683,5210.546423414083,2.6202996311678683,5368.2278394112045,2.796283402764259,5441.422103818382,3.090437502584815,5511.498782131271,3.4270939152560875
