#time	flux	flux_err
1439.1303901415151	1.0005351	0.00080946105
1439.1317790840808	1.0001892	0.0008091755
1439.133168026647	0.9998359	0.0008094587
1439.1345569687476	1.0007818	0.0008094668
1439.135945911313	1.001762	0.0008098156
1439.1373348534123	0.9999384	0.00080957083
1439.1387237959782	0.9990069	0.0008094402
1439.1401127385445	0.9993828	0.0008101864
1439.1415016806436	0.9998534	0.00080954656
1439.1428906232093	1.0006768	0.00080996985
1439.144279565309	1.0006449	0.0008094384
1439.1456685078751	1.000189	0.00080966344
1439.1470574504413	1.0007372	0.0008098814
1439.1484463925406	1.000455	0.00080941844
1439.149835335106	0.99922115	0.0008089772
1439.1512242772067	0.99932057	0.00080964866
1439.152613219772	0.9995928	0.00080907927
1439.1540021618719	1.0003405	0.0008104945
1439.1553911044373	0.999874	0.0008096197
1439.156780046537	1.0001587	0.0008097174
1439.1581689891034	1.0011438	0.00080915587
1439.1595579312032	0.999751	0.0008095506
1439.160946873303	1.0013773	0.0008098269
1439.1623358158683	1.0003262	0.0008104831
1439.1637247579683	1.0005685	0.00080966594
1439.1651137005344	1.0004985	0.0008099974
1439.1665026426342	1.0008602	0.0008095669
1439.167891584734	1.000542	0.00080986944
1439.1692805272996	1.0012144	0.00080950884
1439.1706694693996	0.99980736	0.0008092374
1439.1720584119655	1.0011384	0.0008106182
1439.1734473540655	1.0005236	0.0008094438
1439.1748362961646	1.0001212	0.000810341
1439.176225238731	1.000577	0.000809311
1439.1776141808314	1.0004276	0.00080873084
1439.1790031229314	1.0009196	0.0008098524
1439.1803920654968	0.9991348	0.00080872787
1439.1817810075956	0.99882406	0.00080988754
1439.1831699496963	0.99986637	0.0008090429
1439.184558891797	0.9994417	0.0008090228
1439.1859478343615	0.9996399	0.00080992735
1439.1873367764615	1.0004425	0.000809746
1439.188725718562	1.0004859	0.0008103082
1439.1901146606626	0.9988609	0.0008088854
1439.191503603228	1.0007863	0.0008086142
1439.1928925453271	0.9980994	0.0008089413
1439.1942814874271	1.0011506	0.00081039866
1439.1956704295274	0.99972034	0.00080879877
1439.1970593716273	0.99998826	0.0008099991
1439.1984483137273	1.0002719	0.00080988405
1439.1998372562928	1.0000162	0.0008088166
1439.2012261983932	1.0000323	0.00080951786
1439.2026151404937	0.99995947	0.00080981903
1439.204004082593	0.9993333	0.0008090593
1439.2053930246927	0.9994873	0.0008092829
1439.2067819667925	0.99899554	0.0008088432
1439.2081709088923	0.99866825	0.00080896687
1439.209559850993	1.0012484	0.00080964126
1439.2109487930927	1.0003344	0.0008093655
1439.2123377351925	0.9994353	0.0008092241
1439.2137266772932	0.9998234	0.0008093544
1439.2151156198586	1.0001006	0.0008095986
1439.2165045619583	0.9988486	0.00080896815
1439.217893504058	1.0009166	0.0008096736
1439.2192824461574	0.99994916	0.0008096469
1439.2206713882579	0.99987286	0.00080961344
1439.2220603303583	1.0000583	0.0008096112
1439.2234492719924	1.0001466	0.0008095372
1439.2248382140924	0.9989383	0.00080985297
1439.2262271561924	1.000668	0.0008089985
1439.2276160982926	1.0005645	0.0008094186
1439.2290050403924	0.99959785	0.00080950645
1439.2303939824917	1.0000696	0.0008106264
1439.2317829245924	0.99928385	0.0008089267
1439.2331718666926	0.99960965	0.0008096247
1439.2345608087926	0.99876773	0.0008092093
1439.2359497508926	1.0003767	0.00081058696
1439.2373386929914	1.0003309	0.00080953236
1439.2387276346265	0.9996574	0.0008102297
1439.2401165767271	0.99951535	0.00080946926
1439.241505518826	0.9995998	0.00080940564
1439.2428944609258	1.0006298	0.0008095933
1439.2442834030264	1.001387	0.0008104552
1439.245672345127	1.0010594	0.0008105248
1439.2470612867612	0.9991541	0.00080952357
1439.2484502288603	1.0003616	0.00080976274
1439.2498391709603	1.000495	0.000809943
1439.2512281130605	1.0010856	0.0008096754
1439.2526170546948	0.9992335	0.0008096576
1439.2540059967948	0.99992925	0.00080955145
1439.2553949388946	0.99914366	0.00080981967
1439.2567838809948	1.0005847	0.0008098447
1439.2581728226298	1.0006269	0.00080920255
1439.2595617647291	1.0003262	0.0008097675
1439.260950706829	0.9999278	0.00080952817
1439.262339648463	0.9995829	0.0008091246
1439.2637285905628	1.0010452	0.000809267
1439.2651175326635	0.999795	0.00080938387
1439.2665064742976	0.99973303	0.00080940913
1439.2678954163973	0.9995634	0.0008091539
1439.269284358498	1.0004121	0.0008090993
1439.270673300132	1.0009053	0.00080973515
1439.2720622422319	1.0005815	0.00080840243
1439.273451183866	0.9997366	0.00080900773
1439.2748401259653	0.9993501	0.0008090685
1439.2762290680657	1.0006503	0.0008096468
1439.2776180097005	1.0011865	0.0008094909
1439.2790069518003	1.0000815	0.0008101131
1439.2803958934344	1.0006044	0.00080932106
1439.2817848355344	0.99928856	0.0008096435
1439.2831737771692	0.999021	0.00081000576
1439.284562719269	0.9998251	0.0008093484
1439.2859516609026	1.0003043	0.0008094088
1439.2873406030023	0.9998705	0.00080992817
1439.2887295446374	1.0000914	0.0008099253
1439.2901184867378	1.0000702	0.00080909557
1439.2915074283721	1.0008234	0.00081007066
1439.292896370471	1.0006398	0.00080954994
